client1,client2,client3,client4,client5,client6,client7,client8,client9,client10
3.700403614959632e-08,3.4724997363562824e-08,3.087424915319082e-08,3.236855078498553e-08,4.1389428089106945e-08,3.541682602501005e-08,3.3291221423880993e-08,3.8476040508438435e-08,3.257038428331277e-08,3.085605018876663e-08
5.2403109619144637e-08,5.53199142910025e-08,5.072244640690343e-08,5.9064168761309215e-08,5.259064634715137e-08,4.8906738463330316e-08,4.611047802440865e-08,4.8207783694026e-08,4.3346270054407576e-08,5.332926776929524e-08
1.3997895932641893e-06,1.2188006289333118e-06,1.1232287916437012e-06,1.2043866822280855e-06,1.0580206301889882e-06,1.2130369880204931e-06,1.2472486463817878e-06,1.2033925622458097e-06,1.0292318973351519e-06,1.1497899905213338e-06
2.0172903427695392e-06,1.6595975574996617e-06,2.2206707813092458e-06,1.921187666117316e-06,1.931217803751012e-06,1.8077972278908005e-06,1.770372057099547e-06,1.7776019865692484e-06,1.9425348938093233e-06,1.985956006490859e-06
2.0363400632192884e-06,2.1672753080393622e-06,2.3146898672134365e-06,2.29606019488711e-06,2.502406248797068e-06,2.189007963964961e-06,2.1126906551091955e-06,2.223795772391012e-06,1.9051184195042897e-06,2.042333603340942e-06
2.2277304288085295e-06,2.2083423161731736e-06,2.4882227982735964e-06,1.9999902690565586e-06,2.1654667531175316e-06,2.6374531055150915e-06,2.307753614677599e-06,2.352298407627462e-06,2.317640841433633e-06,2.2669616065451444e-06
2.3683138302652423e-06,2.5307536575000056e-06,2.4545184260813906e-06,2.7326141174521074e-06,2.381111803214183e-06,2.0746239831601306e-06,2.2055353063986203e-06,2.348979535493198e-06,2.317486300289326e-06,2.331691322565847e-06
2.4165472994224706e-06,2.420019334570548e-06,2.4244838650062516e-06,2.4352495106046848e-06,2.292265827342567e-06,2.391534899831431e-06,2.79339724786949e-06,2.640061695511902e-06,2.482599245160525e-06,2.1189870671352036e-06
2.7055509655438408e-06,2.4144898766114947e-06,2.368339986788874e-06,2.8158168925330413e-06,2.430479112768958e-06,2.536367901732837e-06,2.4752561660136066e-06,2.484644660780732e-06,2.306814458204975e-06,2.1766668378786634e-06
2.5531980443004918e-06,2.20698553770235e-06,2.3498154407366807e-06,2.5188740779122566e-06,2.451293318061419e-06,2.4610621713528215e-06,2.6973784847474063e-06,2.4965456781143745e-06,2.4496469495620463e-06,2.8630900355643113e-06
2.476503375726536e-06,2.4769281780347685e-06,2.339228975566477e-06,2.8473623468954024e-06,2.510000327231386e-06,2.587610008541434e-06,2.1529760126332513e-06,2.7419031443636807e-06,2.5196274664978117e-06,2.4430119247896132e-06
2.473737423262249e-06,2.784816648372459e-06,2.4933979160097347e-06,2.8934234423720366e-06,2.6104331404601277e-06,2.5393267166331566e-06,2.4971654431580954e-06,2.2179770205546074e-06,2.317929957669665e-06,2.5126392381588967e-06
2.5072977830512093e-06,2.4938061200201144e-06,2.5921332816052466e-06,2.2036243977131855e-06,2.359700174926089e-06,2.4766851958761473e-06,2.488324678825014e-06,2.4932644374521254e-06,2.8749393661368827e-06,2.7399095785600557e-06
2.493807036594901e-06,2.7530852488906507e-06,2.4791616786059903e-06,2.528607849266764e-06,2.4922132955737828e-06,2.5370455315765085e-06,2.332645617633433e-06,2.226486972996809e-06,2.8431208624624194e-06,2.606495105641395e-06
2.8889109259499298e-06,2.555358760090689e-06,2.560390593568517e-06,2.474396349215289e-06,2.342825211957866e-06,2.2150441878232117e-06,2.5183153905108212e-06,2.7598136254512733e-06,2.4219576321254175e-06,2.517455255255676e-06
2.4798802017425983e-06,2.8276895394047817e-06,2.7051987312750885e-06,2.5700991353419067e-06,2.46721953693111e-06,2.4899300920742013e-06,2.4433560699729465e-06,2.5095566050148274e-06,2.337200457107788e-06,2.1961133939881167e-06
2.4957296964869887e-06,2.526514810702604e-06,2.581643666961728e-06,2.869919339909662e-06,2.3018106014404787e-06,2.4518441679985843e-06,2.2206073873526086e-06,2.706588570779536e-06,2.5013805682165983e-06,2.5084063747234945e-06
2.4744478441450954e-06,2.7376583470394284e-06,2.4562826737115066e-06,2.442479317264699e-06,2.4957962869292245e-06,2.5787633759983414e-06,2.820358573577505e-06,2.5350852926893583e-06,2.144375668595844e-06,2.3151809273339493e-06
2.290548074718284e-06,2.823640563074005e-06,2.4697875788850348e-06,2.4285870238486194e-06,2.5441357468853686e-06,2.519241131250692e-06,2.1410471748850873e-06,2.451353493843119e-06,2.7166863146960153e-06,2.452418814530893e-06
2.7973294367807564e-06,2.1247754452213824e-06,2.2942902894563378e-06,2.550821699619905e-06,2.418847737486186e-06,2.6936502073697308e-06,2.518894626412905e-06,2.4039567779630117e-06,2.4866107994440887e-06,2.433958440984617e-06
2.3772087662899213e-06,2.4782942187302526e-06,2.459201412290988e-06,2.374949698518806e-06,2.7883912718321206e-06,2.5119734253682077e-06,2.6529985302158056e-06,2.4533673927314028e-06,2.2614453264323e-06,2.1517603772524303e-06
2.5107457452266874e-06,2.452800390616891e-06,2.3785562672972864e-06,2.360131495983328e-06,2.1011058771663256e-06,2.7478526180550413e-06,2.469525484617196e-06,2.241159089724925e-06,2.455253641081404e-06,2.6293681735281774e-06
2.233623938284306e-06,2.399875926725013e-06,2.7552698171503193e-06,2.3739589601090973e-06,2.4584815405229838e-06,2.1259522827074648e-06,2.453661898439167e-06,2.3859823915523136e-06,2.6191504452422865e-06,2.4826391367570093e-06
2.380331880681261e-06,2.449841023074947e-06,2.462769003956082e-06,2.4330990131960663e-06,2.1905793020605844e-06,2.7233812802954327e-06,2.349604660043544e-06,2.376735784943812e-06,2.575836136359906e-06,2.1279944013324898e-06
2.7425325355360054e-06,2.394331262176026e-06,2.507505471644848e-06,2.4390045166778865e-06,2.4096678324982843e-06,2.2241483865244705e-06,2.4570621265948515e-06,2.5928071566888543e-06,2.3460143121577395e-06,2.0782507831134918e-06
2.7280971016890483e-06,2.2543944296519155e-06,2.1059727231569443e-06,2.447605646445901e-06,2.4669690710660978e-06,2.3774656063988505e-06,2.3723868335083345e-06,2.337945657470318e-06,2.4594199500833987e-06,2.5819163814371124e-06
2.194107679569603e-06,2.343545824213539e-06,2.3436033818170325e-06,2.702558724903598e-06,2.477238686014596e-06,2.1145627902785925e-06,2.4267935956414927e-06,2.438699927668964e-06,2.540097530401892e-06,2.2914941629354706e-06
2.5199844230237978e-06,2.314889782485403e-06,2.683197956913082e-06,2.3397605547417843e-06,2.041617761421805e-06,2.4710117317733754e-06,2.3217446350034732e-06,2.403508683746598e-06,2.167754913599001e-06,2.371214597444749e-06
2.4342734568335062e-06,2.288472924800616e-06,2.492773207799115e-06,2.3147076817914827e-06,2.172163288786969e-06,2.084493106108946e-06,2.3501985582409385e-06,2.68632969320551e-06,2.395313232494321e-06,2.4588853112442873e-06
2.427099309643039e-06,2.1985090570971876e-06,2.0875830291553394e-06,2.3379200294665845e-06,2.335366605192337e-06,2.3093014327254322e-06,2.497097657106542e-06,2.4008559509231133e-06,2.660534686331117e-06,2.3249292895955982e-06
2.3910076559001326e-06,2.0702718427415164e-06,2.660582117111447e-06,2.307738905555104e-06,2.45431660949132e-06,2.3336180616428393e-06,2.1265770992309848e-06,2.4290661489111506e-06,2.2676544499193113e-06,2.2874442475494296e-06
2.3094207128464146e-06,2.433224095040163e-06,2.0117391895000725e-06,2.31572616453177e-06,2.3338670924744632e-06,2.4089262547038358e-06,2.4180511920182745e-06,2.1080395278470388e-06,2.251818778871695e-06,2.639295651239036e-06
2.399793342649404e-06,2.3329742687808502e-06,2.460432512542606e-06,2.0515437061129198e-06,2.4240123244189715e-06,2.6852791207834936e-06,2.251139923347344e-06,2.1624634273798355e-06,2.363664474911864e-06,2.2744417186188297e-06
2.2733297435821428e-06,2.441489865500035e-06,2.5943665445698874e-06,2.349299840934e-06,2.0831529723309945e-06,2.2553043749623847e-06,2.190420935139685e-06,2.41935699447647e-06,2.3795962346525336e-06,2.446436370346116e-06
2.428043052275808e-06,2.2531242926637457e-06,2.0918136565689868e-06,2.150324797557679e-06,2.3524386902933297e-06,2.3494468295452506e-06,2.345924494943436e-06,2.6366586483728567e-06,2.287291168828968e-06,2.4282356446200425e-06
2.173568817115751e-06,2.3563310852496674e-06,2.223147860849521e-06,2.3591851715322136e-06,2.671809108100957e-06,2.24312177808601e-06,2.438274914237319e-06,2.3633021395424006e-06,2.4017432543872586e-06,2.080950006411945e-06
2.423407270309909e-06,2.6107256079504286e-06,2.3698223767181167e-06,2.1808018315221534e-06,2.431332534187168e-06,2.346303577995653e-06,2.4120533297583564e-06,2.2969802845395115e-06,2.244453352719529e-06,2.101298747256634e-06
2.3439908329832732e-06,2.421210636952446e-06,2.1107938785580962e-06,2.627149417922449e-06,2.2099465562152913e-06,2.0832553849280376e-06,2.2197068369928623e-06,2.3797057937122073e-06,2.379565375242983e-06,2.404714689804594e-06
2.367863723654748e-06,2.338551368706309e-06,2.2082687359495695e-06,2.136805917259281e-06,2.417054089304454e-06,2.393740244550381e-06,2.0271900783218565e-06,2.259472381311465e-06,2.394320193426028e-06,2.66444548013811e-06
2.2167373570716456e-06,2.4348421876004784e-06,2.194028495788189e-06,2.376757886078644e-06,2.3003865415669977e-06,2.3515662861983755e-06,2.2894346105805187e-06,2.7284771702585147e-06,2.0911057719391093e-06,2.4203353036829726e-06
2.0890831116142893e-06,2.1496791242494135e-06,2.1893527293987993e-06,2.146208559058527e-06,2.3829824994431804e-06,2.3243043483273956e-06,2.338015747759674e-06,2.6934735577935227e-06,2.3650448310304452e-06,2.3990289872136387e-06
2.2858117352905294e-06,2.3446209562387936e-06,2.708657727806617e-06,2.4371603761673546e-06,2.177170184656279e-06,2.095025897115809e-06,2.4215565539929476e-06,2.259212467059064e-06,2.405729309929635e-06,2.1353662354160333e-06
2.613249176945978e-06,2.3342662408420814e-06,2.3359284134593434e-06,2.1645877602626646e-06,2.1638913602195473e-06,2.3212214054129886e-06,2.3144316147724457e-06,2.160021383204705e-06,2.4222482514940604e-06,2.446692302899986e-06
2.3096657731021623e-06,2.3994227989758164e-06,2.3945374481842292e-06,2.4007873762224727e-06,2.12794258397404e-06,2.653570403579532e-06,2.176056636555925e-06,2.325646552372148e-06,2.196358527447763e-06,2.174191512336081e-06
2.1233473884523355e-06,2.5672206502103317e-06,2.4298077444999592e-06,2.159801155513367e-06,2.2888974100902695e-06,2.3283165297349327e-06,2.2442883139418965e-06,2.388692776400168e-06,2.4008115291662863e-06,2.165736178127582e-06
2.31744821147203e-06,2.305736620652678e-06,2.1862476109852353e-06,2.305536790860441e-06,2.3861482195270616e-06,2.657364575799346e-06,2.4238952043741126e-06,2.2837500810866986e-06,2.1430644620103778e-06,2.2076768429219015e-06
2.245200165468907e-06,2.4206392207664896e-06,2.2282849532226158e-06,2.452902686821864e-06,2.279096685680189e-06,2.420649528827754e-06,2.2168232941835932e-06,2.5764803030017216e-06,2.387657750194474e-06,2.1182833858730164e-06
2.136275079900354e-06,2.1288224904314526e-06,2.5522478059945e-06,2.444398959128418e-06,2.1398821166232155e-06,2.4631940807262347e-06,2.298589259650501e-06,2.300875540882382e-06,2.6960927336840576e-06,2.4980328134713505e-06
2.456278510304999e-06,2.5038950668509953e-06,2.2481958781665983e-06,2.1908850820043884e-06,2.076318529502e-06,2.5754622683410266e-06,2.163003163339048e-06,2.495769041182883e-06,2.198452697718358e-06,2.5611858489269578e-06
2.2477389799142824e-06,2.477068338603494e-06,2.5852133504104664e-06,2.2861675777652467e-06,2.213670590828219e-06,2.3738372404405965e-06,2.5322029770770726e-06,2.082315433913606e-06,2.26374605450068e-06,2.47617374744257e-06
2.2085780701811695e-06,2.535276856890255e-06,2.467728461733893e-06,2.4700734644380627e-06,2.6112444146500428e-06,2.2352469827332025e-06,2.273987840037089e-06,2.1912748901944583e-06,2.0562098024136444e-06,2.4905772714524246e-06
2.1344231628656624e-06,2.543123203441227e-06,2.1512317944297546e-06,2.2020335096848733e-06,2.656702948961139e-06,2.3606086009343203e-06,2.6050790361948583e-06,2.5334333957346358e-06,2.0514547088645024e-06,2.5245285039311483e-06
2.2460406028285997e-06,2.36772812944169e-06,2.1883048317254635e-06,2.5474488968886395e-06,2.515164843055072e-06,2.387220629313426e-06,2.6006458123190425e-06,2.0459688933849105e-06,2.2088434569243196e-06,2.419414114703996e-06
2.1741700171796843e-06,2.2223296467007305e-06,2.352205491748244e-06,2.315446925730742e-06,2.640031628794058e-06,2.528167048866873e-06,2.0775379115677374e-06,2.398440153524893e-06,2.642374543043895e-06,2.589831912942146e-06
2.631586574804223e-06,2.545973529490841e-06,2.381420979505581e-06,2.6859291580105944e-06,2.3332547414701624e-06,2.1597451922880546e-06,2.197496428221117e-06,2.721864176900245e-06,2.353227499487924e-06,2.0378824355627474e-06
2.6607418326544303e-06,1.995777716052963e-06,2.6983984436430863e-06,2.425728086545534e-06,2.4555437891721658e-06,2.1516935613296046e-06,2.3862662715929464e-06,2.3833271079239015e-06,2.1262774720225293e-06,2.682025008545165e-06
2.5317778466435603e-06,2.8292765990121025e-06,2.1145303186291603e-06,2.752188666097188e-06,2.5401270771201473e-06,2.705532474013941e-06,2.190887850032719e-06,2.120276486364439e-06,2.458728694171246e-06,1.9825396102252586e-06
2.620770338334486e-06,2.8615115619579696e-06,2.4170114795243987e-06,2.648989106882598e-06,2.4862940170582877e-06,2.1215923195368405e-06,1.9840704098574573e-06,2.3424109942427182e-06,2.7842467977943634e-06,2.228956569711471e-06
2.3492497303942333e-06,2.551148269823842e-06,2.1956779100096627e-06,1.9904278409216263e-06,2.7850745931339467e-06,2.4751921630211564e-06,2.5771428917282752e-06,2.1287581661078395e-06,2.7993359697237934e-06,2.6980999675885422e-06
2.7862352973792837e-06,2.355405697076137e-06,2.220625352318152e-06,2.437376432947352e-06,1.9626654322283777e-06,2.793132779483185e-06,2.563829111721094e-06,2.522468249650851e-06,2.894355615065143e-06,2.100806459507735e-06
2.4570939202584693e-06,2.741425190775586e-06,2.3333298420437283e-06,2.518858039647105e-06,2.6995697757156544e-06,2.643515274031882e-06,2.1020580022003246e-06,2.535390629930507e-06,2.560478799210305e-06,1.987447486121748e-06
2.424657930776948e-06,2.6236925992348046e-06,1.9929215370254395e-06,2.7125477608954836e-06,2.8605347543262843e-06,2.129004200329255e-06,2.680613896153205e-06,2.499143289022524e-06,2.7512460232236186e-06,2.250824568865852e-06
2.5317967263193994e-06,2.1136765639483694e-06,2.479353457212135e-06,2.790825787235237e-06,2.5256633694365957e-06,2.7592481335592922e-06,2.7105785156850616e-06,2.4693517323701363e-06,2.570101212479759e-06,1.9820525214835576e-06
2.306709323768391e-06,2.120690958266997e-06,2.820179405585906e-06,2.7736005872840797e-06,2.2930626682274353e-06,1.9563622408124154e-06,2.778402718517134e-06,3.0283983399867045e-06,2.717038591292264e-06,2.571150079680133e-06
2.570836580183016e-06,2.881627844208395e-06,2.8743348011747383e-06,2.2736859988171274e-06,2.0983236147600158e-06,1.9506573707894186e-06,2.535814380972718e-06,2.67531561072675e-06,2.8544055650111007e-06,2.84545345704731e-06
1.9681810962152845e-06,2.1124273792370237e-06,2.6745750311826753e-06,2.697770509753174e-06,2.917569265027223e-06,2.9625588812679394e-06,2.9434412801762107e-06,2.445842535638458e-06,2.613794752418855e-06,2.4987444609348294e-06
2.0875949044075074e-06,2.920358976039691e-06,1.9588391116179384e-06,2.569126419283916e-06,2.6138123558042712e-06,3.0902472872720612e-06,2.7285243990477548e-06,2.439456586733409e-06,2.483657169521467e-06,3.01836065271285e-06
1.970258841779683e-06,2.670787987248194e-06,2.090426815211294e-06,2.3529005502099346e-06,2.810964697441023e-06,2.941950289125515e-06,3.101476471439715e-06,2.7626371261684183e-06,3.0276832342004527e-06,2.358303953273654e-06
3.1526417836205242e-06,2.6186726204616433e-06,3.0232856495884912e-06,2.8715616467378984e-06,2.714167351778123e-06,2.9352262038131632e-06,2.0974950379828178e-06,1.9669453078895463e-06,2.75152651948122e-06,2.2977235567898772e-06
2.808471399828166e-06,2.1451656185318395e-06,2.73201502181704e-06,2.9511840569817484e-06,2.005689294387472e-06,2.77695225621139e-06,2.5063176472192572e-06,2.849936820177888e-06,2.9102749456815917e-06,3.097483197004597e-06
3.0432643376253317e-06,2.9045132216858357e-06,3.1299831082559838e-06,1.9582486202438874e-06,2.849579036026869e-06,2.762401650129085e-06,2.109665862916259e-06,2.9825559454083696e-06,2.937948826941532e-06,2.3878270534678955e-06
2.0886640736113003e-06,2.8839707464699485e-06,2.8057468407384634e-06,2.7215166367674698e-06,3.0562053310308634e-06,3.014720160857943e-06,3.150157640382253e-06,2.3105495710129063e-06,3.0796115092794458e-06,1.9583051634639976e-06
2.9015225849552463e-06,2.5733049038055276e-06,3.1506789096108685e-06,2.9468805316238447e-06,1.9595415651646238e-06,2.9356621363190726e-06,2.6053386374361882e-06,3.063121037787965e-06,3.206912805408689e-06,2.0925137878886845e-06
2.08953119221519e-06,3.0271588736209618e-06,2.8769823349901474e-06,2.742988250066787e-06,2.921008551423474e-06,2.7514163851806946e-06,1.96963099450852e-06,2.8687683692884447e-06,2.786598828911443e-06,3.1663886164337745e-06
2.7929718201516515e-06,3.2612495985028084e-06,3.0782650698157055e-06,2.0876097807242005e-06,1.94017167014362e-06,3.074791440534695e-06,2.491738500999528e-06,2.9058358488368565e-06,2.6612921325260287e-06,3.105054301903678e-06
1.954479500257832e-06,3.3047381479537454e-06,2.60758458234889e-06,3.040092907151498e-06,2.771320404949024e-06,2.848300732537716e-06,2.954347539311331e-06,2.8232040894885388e-06,3.1713786590230355e-06,2.074798344051494e-06
3.0921766060266687e-06,2.0528152398208062e-06,2.854177044494843e-06,3.17632369147487e-06,2.521477517294568e-06,3.3580339230879286e-06,3.1322393791871037e-06,1.910239934764074e-06,2.960298874541379e-06,2.5248333710745863e-06
3.1580712938426604e-06,3.0018196923829555e-06,2.8413498760628654e-06,2.1018407584624603e-06,3.439302154681061e-06,2.8987706538419735e-06,2.850264928662548e-06,3.128117345364035e-06,2.798849508538136e-06,1.9876628710436075e-06
3.2160452962720867e-06,3.0136967980485613e-06,2.724337975128636e-06,3.5029144302334164e-06,2.9291393447717923e-06,3.1183592283970005e-06,1.960221400512313e-06,2.0726400316210673e-06,3.2399233047249475e-06,2.6384983054725113e-06
2.867514938030515e-06,3.14051316773597e-06,1.9380585792308613e-06,2.0642315817379154e-06,2.8704383435910553e-06,3.200096359837201e-06,2.606492526372194e-06,3.0351659494119856e-06,3.4120534943900955e-06,2.940391055993166e-06
2.0780372507280965e-06,2.9297480136484305e-06,3.1592455390050444e-06,1.9673983190255393e-06,2.9443990792274913e-06,3.1822186219030827e-06,2.931763889989759e-06,3.199265759088669e-06,3.048053322475811e-06,2.961075524401254e-06
3.0372420527315912e-06,1.9311367798825517e-06,3.1319863109354678e-06,2.8816686250891293e-06,3.3163161517831948e-06,3.1549131496522194e-06,3.257330054453352e-06,2.0786138386021696e-06,2.676346831116037e-06,3.1379357701340904e-06
3.2730130912575365e-06,3.2068266850918528e-06,2.980105936492205e-06,2.0549527017761122e-06,3.0751811571676057e-06,2.93962408753541e-06,1.9205144021554174e-06,3.0001839097551337e-06,3.0121679680556433e-06,2.8669154238300095e-06
3.095926542429758e-06,2.0673456374626705e-06,2.9848734550793945e-06,2.9418760317472615e-06,3.362104253125295e-06,3.0968481052557405e-06,3.2413471701808746e-06,3.1780146987532067e-06,1.9248513919004536e-06,2.7359424118232077e-06
3.134459415425373e-06,2.934019748170413e-06,3.279816049020714e-06,3.4005608919419047e-06,3.044566053272448e-06,1.946420241968143e-06,2.9704288393147656e-06,3.0719065290599903e-06,2.0751397185354817e-06,3.056351536128648e-06
3.1582723624823194e-06,3.239501574782129e-06,2.8133872153989414e-06,2.8375848869327596e-06,1.9531315971748637e-06,2.990683216426054e-06,2.0532951305543333e-06,3.109585727112675e-06,3.096221440086324e-06,3.1879113699535787e-06
2.893000841476895e-06,3.1115550114954833e-06,3.3668949996927155e-06,3.4271904616697523e-06,2.1013837632593733e-06,3.0823543997499814e-06,3.071002825330499e-06,2.8276150970549587e-06,2.865562957281677e-06,1.9743119125869027e-06
2.8835299480157267e-06,3.2132240585553815e-06,3.1928635856737752e-06,2.1189431574732724e-06,2.810240264067438e-06,3.545251199425912e-06,1.970019461222274e-06,3.2008638569662256e-06,2.9753646284031415e-06,3.193219245010583e-06
3.031691971474701e-06,2.9472200196213074e-06,3.116105278014876e-06,2.08201332345525e-06,2.9043605921437863e-06,3.2363970227145088e-06,3.1793088635610033e-06,3.274722833981811e-06,3.0746980864537547e-06,1.9627769275377002e-06
3.2079354303208e-06,3.0124663819822743e-06,3.2689667015279355e-06,2.925714816508847e-06,3.296384849183805e-06,1.9462150570607433e-06,3.1481324978291034e-06,2.0792083294748077e-06,3.1504264946068543e-06,2.9163133085902514e-06
3.070540456573676e-06,2.9919260556323337e-06,3.224071030550224e-06,2.9870684490120486e-06,2.0724751564479315e-06,3.109276086171242e-06,3.1256603286832736e-06,1.960022388069288e-06,3.4768162290092413e-06,3.2702449628377015e-06
2.768479481377536e-06,1.948506165231775e-06,3.2759198407610763e-06,2.0765159442473342e-06,3.1305239507407475e-06,2.9796626373715403e-06,3.2478823508405137e-06,3.3052419927219435e-06,3.307962476127113e-06,3.282807702760496e-06
3.2737429140205864e-06,3.095112001185258e-06,3.3589562152325678e-06,3.3887878386272865e-06,3.055905914579778e-06,2.069050459200681e-06,3.0880831881013633e-06,3.014263709217969e-06,2.977011878714246e-06,1.9448421323816306e-06
1.9682740209925698e-06,2.0838076549922977e-06,3.1406767086107303e-06,3.387234892794173e-06,3.1457207669284836e-06,2.9982360444857804e-06,2.863369460214686e-06,3.0628234605063628e-06,3.457438972738963e-06,3.3054648595493357e-06
3.3061637708055587e-06,3.1808810361462497e-06,3.350276991989792e-06,2.871210774509183e-06,3.3526315677768975e-06,3.0433177703761686e-06,1.9587187333800854e-06,3.0332070206603067e-06,2.08862397710975e-06,3.567093202697927e-06
3.3939892765433014e-06,3.425797200853035e-06,3.255897054786049e-06,3.209706805851894e-06,2.114796158806134e-06,3.3291179979462163e-06,3.14946784286053e-06,3.410275195027136e-06,3.030181532314455e-06,1.963062776177207e-06
3.413573515894672e-06,3.4778704028042046e-06,3.6544725178972e-06,3.4169882272109373e-06,3.030361311869919e-06,3.043138804380987e-06,3.223433725482935e-06,1.973815835018408e-06,3.0963754144232074e-06,2.0904621156794064e-06
3.7188205395682472e-06,3.29166401729592e-06,3.3108631748453405e-06,2.9611512212432946e-06,2.9802833998944377e-06,3.481049128740861e-06,3.460924203634074e-06,2.088192926625405e-06,3.4479105089728597e-06,1.96120632078622e-06
3.2641710531459696e-06,2.100059642094526e-06,1.9669778015760665e-06,3.4961349348133703e-06,3.193141208292375e-06,3.044792807047871e-06,3.1244236567518048e-06,2.954893102067962e-06,3.3284214391878136e-06,3.452446942773142e-06
3.3688571555790637e-06,3.2115249952197002e-06,2.836963421384751e-06,3.4625635297768027e-06,3.1570751373218722e-06,2.1133623832899275e-06,1.9862042029318145e-06,3.3269284415280806e-06,3.3738527323043636e-06,3.2903073701684053e-06
